"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-11"",100.1833,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-12"",100.2206,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-01"",100.232,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-02"",100.2042,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-03"",100.1385,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-04"",100.0476,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-05"",99.95066,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-06"",99.87586,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-07"",99.85577,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-08"",99.90659,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-09"",100.0213,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-10"",100.1741,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-11"",100.3477,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-12"",100.5264,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-01"",100.6964,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-02"",100.8476,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-03"",100.9822,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-04"",101.1054,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-05"",101.2115,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-06"",101.2946,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-07"",101.3567,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-08"",101.4098,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-09"",101.4588,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-10"",101.4912,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-11"",101.4985,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-12"",101.4719,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-01"",101.3986,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-02"",101.2828,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-03"",101.1445,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-04"",100.9896,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-05"",100.81,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-06"",100.5972,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-07"",100.3442,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-08"",100.0612,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-09"",99.78603,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-10"",99.56784,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-11"",99.42042,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2018-12"",99.35679,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-01"",99.3849,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-02"",99.47257,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-03"",99.5756,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-04"",99.66062,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-05"",99.72699,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-06"",99.77649,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-07"",99.82588,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-08"",99.87629,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-09"",99.92446,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-10"",99.96269,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-11"",99.98715,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2019-12"",99.99364,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-01"",100.0044,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-02"",100.046,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-03"",95.91632,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-04"",88.39523,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-05"",93.56771,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-06"",98.24454,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-07"",98.13509,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-08"",98.36679,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-09"",98.38413,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-10"",98.67141,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-11"",98.73836,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2020-12"",98.83759,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-01"",99.05981,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-02"",99.29486,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-03"",99.755,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-04"",100.1912,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-05"",100.7407,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-06"",101.1552,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-07"",101.3869,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-08"",101.5365,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-09"",101.6097,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-10"",101.6187,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-11"",101.5689,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2021-12"",101.4434,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-01"",101.2309,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-02"",100.9302,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-03"",100.5629,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-04"",100.1931,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-05"",99.85633,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-06"",99.57547,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-07"",99.35742,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-08"",99.19186,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-09"",99.05431,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-10"",98.94789,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-11"",98.85742,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2022-12"",98.7641,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2023-01"",98.67627,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2023-02"",98.60363,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2023-03"",98.53793,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2023-04"",98.46637,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2023-05"",98.38649,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2023-06"",98.30054,"
"FRA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2023-07"",98.21246,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-01"",101.4514,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-02"",101.8073,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-03"",102.101,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-04"",102.3053,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-05"",102.4235,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-06"",102.4619,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-07"",102.4625,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-08"",102.4457,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-09"",102.4166,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-10"",102.3592,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-11"",102.24,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1955-12"",102.0358,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-01"",101.7425,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-02"",101.4088,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-03"",101.0931,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-04"",100.8143,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-05"",100.5885,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-06"",100.4567,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-07"",100.4434,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-08"",100.528,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-09"",100.6174,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-10"",100.69,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-11"",100.7184,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1956-12"",100.6652,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-01"",100.5146,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-02"",100.314,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-03"",100.0601,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-04"",99.78837,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-05"",99.52973,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-06"",99.25824,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-07"",98.9398,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-08"",98.55379,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-09"",98.10409,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-10"",97.63622,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-11"",97.21892,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1957-12"",96.90083,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-01"",96.73263,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-02"",96.73127,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-03"",96.91203,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-04"",97.26081,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-05"",97.76871,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-06"",98.38678,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-07"",99.04742,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-08"",99.70572,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-09"",100.3406,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-10"",100.9515,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-11"",101.525,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1958-12"",102.0482,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-01"",102.521,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-02"",102.8988,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-03"",103.1397,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-04"",103.2191,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-05"",103.1257,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-06"",102.8712,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-07"",102.4998,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-08"",102.088,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-09"",101.7081,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-10"",101.4027,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-11"",101.1788,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1959-12"",101.0027,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-01"",100.7771,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-02"",100.4692,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-03"",100.1274,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-04"",99.80257,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-05"",99.52006,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-06"",99.27397,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-07"",99.04288,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-08"",98.82395,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-09"",98.60735,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-10"",98.42155,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-11"",98.29984,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1960-12"",98.27792,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-01"",98.37503,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-02"",98.61185,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-03"",98.97477,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-04"",99.41197,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-05"",99.85705,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-06"",100.2707,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-07"",100.6266,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-08"",100.9174,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-09"",101.1297,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-10"",101.2609,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-11"",101.3173,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1961-12"",101.2856,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-01"",101.158,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-02"",100.9527,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-03"",100.672,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-04"",100.3411,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-05"",100.0086,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-06"",99.71989,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-07"",99.52132,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-08"",99.42148,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-09"",99.41811,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-10"",99.49712,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-11"",99.64013,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1962-12"",99.81229,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-01"",99.98231,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-02"",100.1293,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-03"",100.2443,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-04"",100.3227,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-05"",100.3523,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-06"",100.3324,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-07"",100.284,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-08"",100.2341,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-09"",100.2067,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-10"",100.1975,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-11"",100.2015,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1963-12"",100.2326,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-01"",100.3027,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-02"",100.3894,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-03"",100.4863,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-04"",100.584,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-05"",100.6719,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-06"",100.7501,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-07"",100.8147,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-08"",100.8576,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-09"",100.9005,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-10"",100.9495,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-11"",101.0213,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1964-12"",101.1072,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-01"",101.1832,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-02"",101.228,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-03"",101.2285,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-04"",101.1807,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-05"",101.1067,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-06"",101.0391,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-07"",101.0153,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-08"",101.055,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-09"",101.165,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-10"",101.3333,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-11"",101.5328,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1965-12"",101.724,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-01"",101.8596,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-02"",101.892,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-03"",101.7949,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-04"",101.5703,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-05"",101.2469,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-06"",100.8863,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-07"",100.5178,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-08"",100.1609,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-09"",99.82011,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-10"",99.48981,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-11"",99.18314,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1966-12"",98.92098,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-01"",98.72877,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-02"",98.62498,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-03"",98.64124,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-04"",98.78222,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-05"",99.03116,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-06"",99.3414,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-07"",99.67365,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-08"",99.994,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-09"",100.2701,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-10"",100.49,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-11"",100.6493,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1967-12"",100.7493,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-01"",100.7864,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-02"",100.7909,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-03"",100.7832,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-04"",100.774,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-05"",100.7746,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-06"",100.7987,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-07"",100.8599,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-08"",100.9699,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-09"",101.1284,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-10"",101.2864,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-11"",101.3857,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1968-12"",101.4061,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-01"",101.3522,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-02"",101.2323,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-03"",101.0558,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-04"",100.8234,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-05"",100.543,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-06"",100.2595,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-07"",100.0085,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-08"",99.79932,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-09"",99.6085,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-10"",99.40077,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-11"",99.15643,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1969-12"",98.87135,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1970-01"",98.55425,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1970-02"",98.2403,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1970-03"",97.96053,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1970-04"",97.74219,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1970-05"",97.61164,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1970-06"",97.56113,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1970-07"",97.56168,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1970-08"",97.60469,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1970-09"",97.70869,"
"USA,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1970-10"",97.90649,"
